FECHA_CORTE,DEPARTAMENTO,MUNICIPIO,PRIORIZACION,ZONA,DIFICULTADACCESO,NOMBRE_CENTRO_POBLADO,TIPO_SITIO,TIPO_CONECTIVIDAD,NOMBRE_INSTITUCION_EDUCATIVA,NOMBRE_SEDE_EDUCATIVA,ESTADOS,TIPO_ENERGIA,DETALLE_SITIO,USUARIOS_ACTIVOS_MES,VELOCIDAD_CONEXION_SUBIDA,VELOCIDAD_CONEXION_BAJADA,TRAFICO_MENSUAL_SUBIDA,TRAFICO_MENSUAL_BAJADA,INVERSION,META
2020-07-31,SANTANDER,GUAPOTA,NO APLICA,RURAL,BAJO,VEREDA MORARIO,SEDES EDUCATIVAS,SATELITAL,CENTRO EDUCATIVO MORARIO,CENTRO EDUCATIVO MORARIO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CAPITANEJO,NO APLICA,RURAL,SIN INFORMACION,VEREDA GORGUTA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  LOS MOLINOS,ESCUELA RURAL GORGUTA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SAN ANDRES,NO APLICA,RURAL,BAJO,VEREDA SANTA CRUZ,SEDES EDUCATIVAS,SATELITAL,COLEGIO ANTONIO MARIA GUARIN,ESCUELA RURAL SANTA CRUZ,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,LANDAZURI,NO APLICA,RURAL,BAJO,BAJO JORDAN,SEDES EDUCATIVAS,SATELITAL,COLEGIO  JOSE MARIA LANDAZURI,BAJO JORDAN EL SALVADOR,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,VETAS,NO APLICA,RURAL,SIN INFORMACION,VEREDA VOLCAN,SEDES EDUCATIVAS,SATELITAL,COLEGIO SAN JUAN NEPOMUCENO,ESCUELA RURAL EL VOLCAN,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SAN VICENTE DE CHUCURI,AUS,RURAL,BAJO,VEREDA GUAYACAN LOS MEDIOS,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  EL RUBI,INSTITUCION EDUCATIVA  EL RUBI,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,BUCARAMANGA,NO APLICA,RURAL,SIN INFORMACION,VEREDA LA ESMERALDA,SEDES EDUCATIVAS,SATELITAL,IE RURAL VIJAGUAL,IE RURAL VIJAGUAL SEDE B,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,EL CARMEN DE CHUCURI,NO APLICA,RURAL,SIN INFORMACION,VEREDA EL SINAI,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  SANTO DOMINGO DEL RAMO,ESCUELA RURAL EL SINAI,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SUCRE,AUS,RURAL,BAJO,VEREDA EL LIBANO,SEDES EDUCATIVAS,SATELITAL,COLEGIO INTEGRADO LA GRANJA,ESCUELA RURAL EL LIBANO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,BARICHARA,NO APLICA,RURAL,BAJO,VEREDA CARAQUITAS,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA PARAMITO,ESCUELA RURAL EL SALITRE,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,TONA,NO APLICA,RURAL,SIN INFORMACION,VEREDA PIRGUA,SEDES EDUCATIVAS,SATELITAL,COLEGIO INTEGRADO RAFAEL URIBE URIBE,ESCUELA RURAL GOLONDRINAS,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CIMITARRA,NO APLICA,RURAL,MEDIO,VEREDA LA GORGONA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  LA VERDE,ESCUELA RURAL LA GORGONA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,GALAN,AUS,RURAL,BAJO,VEREDA SIBERIA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  SAN ISIDRO,ESCUELA RURAL SIBERIA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CHARALA,AUS,RURAL,BAJO,VEREDA GRIMA ALTA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA SAN FRANCISCO DE ASIS,ESCUELA RURAL TINAGA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,BOLIVAR,NO APLICA,RURAL,BAJO,VEREDA ALTO NOGALES,SEDES EDUCATIVAS,SATELITAL,CONCENTRACION DE DESARROLLO RURAL,ESCUELA RURAL ALTO NOGALES,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,LANDAZURI,NO APLICA,RURAL,SIN INFORMACION,VEREDA AGUACHICA,SEDES EDUCATIVAS,SATELITAL,COLEGIO  JOSE MARIA LANDAZURI,ESCUELA RURAL AGUACHICA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,GIRON,NO APLICA,RURAL,BAJO,VEREDA LA PARROQUIA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA COLEGIO MARTA,SEDE EL TABLAZO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,PUERTO WILCHES,NO APLICA,RURAL,BAJO,VEREDA BELLA UNION,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  BADILLO,ESCUELA RURAL EL GUAYABO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CURITI,NO APLICA,RURAL,BAJO,CANTABARA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA CANTABARA MANCHADORES,INSTITUCION EDUCATIVA CANTABARA MANCHADORES,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CIMITARRA,NO APLICA,RURAL,MEDIO,VEREDA BELLAVISTA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  EL CRUCE DE SANTA ROSA,ESCUELA RURAL BELLAVISTA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,ALBANIA,NO APLICA,RURAL,BAJO,VEREDA CARRETERO,SEDES EDUCATIVAS,SATELITAL,INSTITUTO INTEGRADO DE COMERCIO EL HATILLO,INSTITUTO INTEGRADO DE COMERCIO EL CARRETERO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,GALAN,AUS,RURAL,BAJO,VEREDA HOYA NEGRA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  SAN ISIDRO,ESCUELA RURAL HOYA NEGRA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SANTA HELENA DEL OPON,NO APLICA,RURAL,MEDIO,VDA SAN JUAN BOSCO,SEDES EDUCATIVAS,SATELITAL,COLEGIO JOSE ANTONIO BELTRAN,ESCUELA RURAL SAN JUAN BOSCO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,LA PAZ,NO APLICA,RURAL,SIN INFORMACION,VEREDA COLON,SEDES EDUCATIVAS,SATELITAL,INSTITUCION  EDUCATIVA  TROCHAS,ESCUELA RURAL COLON,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,LA BELLEZA,NO APLICA,RURAL,SIN INFORMACION,VEREDA MONTEBELLO,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  EL RUBI,ESCUELA RURAL MONTEBELLO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SOCORRO,NO APLICA,RURAL,MEDIO,BARIRI,SEDES EDUCATIVAS,SATELITAL,CENTRO EDUCATIVO VERDIN,CENTRO EDUCATIVO BARIRI,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CEPITA,NO APLICA,RURAL,SIN INFORMACION,VEREDA SAN MIGUEL,SEDES EDUCATIVAS,SATELITAL,COLEGIO PEDRO FERMIN DE VARGAS,ESCUELA RURAL SAN MIGUEL,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,LOS SANTOS,NO APLICA,RURAL,SIN INFORMACION,CORREGIMIENTO LA PURNIA,SEDES EDUCATIVAS,SATELITAL,COLEGIO INTEGRADO MESA DE JERIDAS,ESCUELA RURAL PIEDRA DEL RAYO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,MOGOTES,NO APLICA,RURAL,MEDIO,VEREDA ARRAYANES,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA GUAURE,ESCUELA RURAL ARRAYANES SEDE C,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,MACARAVITA,AUS,RURAL,BAJO,LA BRICHA,SEDES EDUCATIVAS,SATELITAL,COLEGIO JUAN XXIII,ESCUELA RURAL LA BRICHA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,PUERTO WILCHES,NO APLICA,RURAL,SIN INFORMACION,VEREDA SAN MARTIN,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  BOCA DONCELLA,ESCUELA RURAL SAN MARTIN,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,MACARAVITA,AUS,RURAL,BAJO,BURAGA,SEDES EDUCATIVAS,SATELITAL,COLEGIO JUAN XXIII,ESCUELA RURAL BURAGA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,JESUS MARIA,NO APLICA,RURAL,SIN INFORMACION,VEREDA ANGOSTURA PIEDRA NEGRA,SEDES EDUCATIVAS,SATELITAL,CENTRO EDUCATIVO  AGUA FRIA,ESCUELA RURAL ANGOSTURA PIEDRA NEGRA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,EL PLAYON,NO APLICA,RURAL,BAJO,SAN BERNARDO,SEDES EDUCATIVAS,SATELITAL,INSTITUTO INTEGRADO DE COMERCIO CAMILO TORRES,ESCUELA RURAL LA NARANJERA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,LA PAZ,NO APLICA,RURAL,SIN INFORMACION,VEREDA LA LINTERNA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION  EDUCATIVA  TROCHAS,ESCUELA RURAL LA LINTERNA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,BOLIVAR,NO APLICA,RURAL,BAJO,VEREDA AMATISTA,SEDES EDUCATIVAS,SATELITAL,CONCENTRACION DE DESARROLLO RURAL,CONCENTRACION DE DESARROLLO RURAL,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,LANDAZURI,NO APLICA,RURAL,MEDIO,VEREDA SAN FERNANDO,SEDES EDUCATIVAS,SATELITAL,COLEGIO LAS FLORES,ESCUELA RURAL  SAN FERNANDO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,MOLAGAVITA,NO APLICA,RURAL,SIN INFORMACION,VEREDA EL RINCON,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  LAGUNITAS,ESCUELA RURAL EL RINCON,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,LANDAZURI,NO APLICA,RURAL,BAJO,SAN IGNACIO DEL OPON,SEDES EDUCATIVAS,SATELITAL,COLEGIO  JOSE MARIA LANDAZURI,ESCUELA RURAL  SANTA TERESA KM.4,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,BARRANCABERMEJA,NO APLICA,RURAL,BAJO,SAN RAFAEL DE CHUCURI,SEDES EDUCATIVAS,SATELITAL,CENTRO EDUCATIVO RURAL MESETA SAN RAFAEL,ESCUELA AGUAS NEGRAS,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,LEBRIJA,NO APLICA,RURAL,BAJO,VEREDA CERRO DE LA AURORA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  LA ESTACION,INSTITUCION EDUCATIVA  LA ESTACION,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,BARRANCABERMEJA,AUS,RURAL,BAJO,EL LLANITO,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA SAN MARCOS EL LLANITO,COLEGIO SAN MARCOS,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,VALLE DE SAN JOSE,AUS,RURAL,SIN INFORMACION,LA LAGUNA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  EL MORRO,ESCUELA RURAL LA LAGUNA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,ARATOCA,NO APLICA,RURAL,MEDIO,CHIFLAS,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  EL PORTICO,SEDE A,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SAN BENITO,NO APLICA,RURAL,MEDIO,VEREDA SAN LORENZO,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  LA CARRERA,I.E. LA CARRERA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CALIFORNIA,NO APLICA,RURAL,SIN INFORMACION,VEREDA LA BAJA,SEDES EDUCATIVAS,SATELITAL,COLEGIO INTEGRADO  SAN ANTONIO,ESCUELA RURAL LA BAJA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SAN ANDRES,NO APLICA,RURAL,BAJO,VEREDA EL CARACOL,SEDES EDUCATIVAS,SATELITAL,COLEGIO FRAY JOSE DE LAS CASAS NOVAS,ESCUELA RURAL EL CARACOL,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SABANA DE TORRES,NO APLICA,RURAL,MEDIO,PUERTO DORADA,SEDES EDUCATIVAS,SATELITAL,INSTITUTO TECNICO DE SABANA DE TORRES I.T.E.S.,ESCUELA RURAL PUERTO DORADAS,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,BARBOSA,NO APLICA,RURAL,BAJO,VDA BUENAVISTA,SEDES EDUCATIVAS,SATELITAL,INSTITUTO INTEGRADO DE COMERCIO,ESCUELA RURAL BUENAVISTA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SAN JOSE DE MIRANDA,AUS,RURAL,BAJO,VEREDA SALADO BRAVO,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  CABRERITA,ESCUELA RURAL SALADO BRAVO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,LEBRIJA,AUS,RURAL,BAJO,VEREDA CONCHAL ANTIGUA ESTACION TREN,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  VANEGAS,ESCUELA RURAL  CONCHAL,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SAN GIL,NO APLICA,RURAL,MUY ALTO,VEREDA BEJARANAS,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA VERSALLES,ESCUELA RURAL BEJARANAS,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,PIEDECUESTA,AUS,RURAL,BAJO,BUENOS AIRES MESA RUITOQUE,SEDES EDUCATIVAS,SATELITAL,COLEGIO  NUESTRO  SE¿OR DE LA BUENA ESPERANZA,ESCUELA RURAL BUENOS AIRES.,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CONFINES,NO APLICA,RURAL,SIN INFORMACION,VEREDA LA CALDERA,SEDES EDUCATIVAS,SATELITAL,COLEGIO TECNICO LUIS CARLOS GALAN SARMIENTO,ESCUELA RURAL LA CALDERA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,BOLIVAR,NO APLICA,RURAL,BAJO,VEREDA EL TRAPAL,SEDES EDUCATIVAS,SATELITAL,CONCENTRACION DE DESARROLLO RURAL,ESCUELA RURAL EL TRAPAL,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SUCRE,NO APLICA,RURAL,MEDIO,SABANA GRANDE,SEDES EDUCATIVAS,SATELITAL,COLEGIO BERNORAMA,COLEGIO BERNORAMA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,HATO,NO APLICA,RURAL,SIN INFORMACION,VEREDA PARAMO,SEDES EDUCATIVAS,SATELITAL,INSTITUTO TECNICO AGROPECUARIO,ESCUELA RURAL EL PARAMO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,PARAMO,NO APLICA,RURAL,ALTO,VEREDA LA PALMITA,SEDES EDUCATIVAS,SATELITAL,CENTRO EDUCATIVO PEDREGAL,ESCUELA RURAL CAGUANOQUE,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,GUACA,AUS,RURAL,BAJO,VEREDA TABACAL,SEDES EDUCATIVAS,SATELITAL,INSTITUTO  TECNICO AGROPECUARIO NUESTRA SEÑORA DEL SOCORRO,ESCUELA RURAL TABACAL,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CONTRATACION,NO APLICA,RURAL,SIN INFORMACION,VEREDA EL GUAYABAL,SEDES EDUCATIVAS,SATELITAL,INSTITUTO TECNICO INDUSTRIAL SAN JUAN BOSCO,ESCUELA RURAL EL GUAYABAL,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SAN GIL,NO APLICA,RURAL,MUY ALTO,VEREDA EL TABOR,SEDES EDUCATIVAS,SATELITAL,I.E. SAN  JUAN BOSCO CAÑAVERAL,I.E. SAN  JUAN BOSCO - SEDE PRINCIPAL,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,BARICHARA,AUS,RURAL,BAJO,VDA. BUTAREGUA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  GUANE,ESCUELA RURAL EL PLACER,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,LANDAZURI,NO APLICA,RURAL,MEDIO,MIRALINDO,SEDES EDUCATIVAS,SATELITAL,COLEGIO MIRALINDO,COLEGIO MIRALINDO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SAN VICENTE DE CHUCURI,AUS,RURAL,BAJO,VEREDA VIZCAINA ALTA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  POZO NUTRIAS DOS,ESCUELA RURAL SEÑOR DE LOS MILAGROS,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,OCAMONTE,NO APLICA,RURAL,SIN INFORMACION,VEREDA AGUABLANCA,SEDES EDUCATIVAS,SATELITAL,COLEGIO TECNICO AGROPECUARIO SAN JOSE,ESCUELA RURAL SAN ISIDRO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,LOS SANTOS,AUS,RURAL,BAJO,VEREDA EL GARBANZAL,SEDES EDUCATIVAS,SATELITAL,COLEGIO INTEGRADO  LOS SANTOS,ESCUELA RURAL EL GARBANZAL,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SUAITA,AUS,RURAL,BAJO,VEREDA CORBARAQUE,SEDES EDUCATIVAS,SATELITAL,COLEGIO LUIS ALBERTO ACU¿A,ESCUELA RURAL HOYA HONDA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,CHARALA,NO APLICA,RURAL,MEDIO,TINAGA ALTO,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA SAN FRANCISCO DE ASIS,SAN ANTONIO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,ONZAGA,NO APLICA,RURAL,BAJO,VEREDA CORTADERAS,SEDES EDUCATIVAS,SATELITAL,I.E. SANTA CRUZ,ESCUELA RURAL CORTADERAS,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,BUCARAMANGA,NO APLICA,RURAL,SIN INFORMACION,KM 5 VIA PAMPLONA VDA SAN JOSE,SEDES EDUCATIVAS,SATELITAL,IE ORIENTE MIRAFLORES,IE ORIENTE MIRAFLORES SEDE F  ESCUELA RURAL SAN JOSE,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,LEBRIJA,AUS,RURAL,BAJO,CORREGIMIENTO URIBE URIBE,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  LA ESTACION,ESCUELA RURAL URIBE URIBE,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,SABANA DE TORRES,NO APLICA,RURAL,BAJO,PROVINCIA,SEDES EDUCATIVAS,SATELITAL,COLEGIO  POZO CUATRO,ESCUELA RURAL  PUERTO  LOPEZ,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,BARICHARA,NO APLICA,RURAL,BAJO,VEREDA SANTA ELENA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA PARAMITO,ESCUELA RURAL SANTA HELENA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,COROMORO,NO APLICA,RURAL,MEDIO,VEREDA LA LAGUNA,SEDES EDUCATIVAS,SATELITAL,COLEGIO TECNICO AGROPECUARIO RAFAEL LEON AMAYA,ESCUELA RURAL LA LAGUNA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,VALLE DE SAN JOSE,NO APLICA,RURAL,BAJO,VEREDA SANTA TERESA,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  EL MORRO,ESCUELA RURAL SANTA TERESA,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,VELEZ,NO APLICA,RURAL,SIN INFORMACION,VEREDA EL GUALILO,SEDES EDUCATIVAS,SATELITAL,INSTITUTO AGRICOLA  DE ALTO JORDAN,ESCUELA RURAL EL GUALILO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,PALMAR,NO APLICA,RURAL,BAJO,PALO GORDO,SEDES EDUCATIVAS,SATELITAL,INSTITUTO TECNICO  JOSE RUEDA,SEDE B RURAL PALO GORDO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,BARICHARA,NO APLICA,RURAL,BAJO,GUANE,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  GUANE,CENTRO EDUCATIVO GUANE,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
2020-07-31,SANTANDER,EL PLAYON,NO APLICA,RURAL,SIN INFORMACION,VEREDA SAN ANTONIO,SEDES EDUCATIVAS,SATELITAL,INSTITUCION EDUCATIVA  BETANIA,ESCUELA RURAL SAN ANTONIO,EN PLANEACION,RED INTERCONECTADA,INSTITUCION EDUCATTIVA,35,5,10,199,18,227217563,2560
